StockRefID,ProductRefId,SalesmanId,Description,Shape,Carat,Color,Clarity,Cut,Polish,Symmetry,CertifiedBy,CertifiedID,MeaWidth,MeaLength,MeaDepth,Depth,TableSpec,CrownHeight,PavilionDepth,Graining,GirdleFrom,GirdleTo,StoneType,Country,Discount,Price,PricePerCarat,Treatment,LaserInscription,GirdlePercentage,PavilionAngle,CrownAngle,ImageName1,ImageName2,ImageName3,SecondaryPrice,IsSpecial,IsCalRapPrice
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,VG   ,GIA,1228048773,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,587.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,2227038703,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,611.55,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,VG   ,GIA,7213930169,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,587.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,VG,EX,EX   ,GIA,1219939774,0.0,4.24,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,548.775,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,6222005838,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,611.55,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,2224052862,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,609.525,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,6221092466,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,611.55,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,6222089777,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,603.45,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,VG,EX,VG   ,GIA,2228090037,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,538.65,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,6222093371,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,607.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,5226001071,0.0,4.37,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,603.45,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,VG   ,GIA,6225071850,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,534.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,2226070672,0.0,4.37,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,587.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS1,VG,EX,VG   ,GIA,6215383353,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,THN , THK,,,,528.525,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,1217604229,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,THN , MED,,,,611.55,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,VG,EX,VG   ,GIA,2226089479,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,546.75,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,VG   ,GIA,6225092290,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,577.125,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,5223089260,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,603.45,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,VG,EX,EX   ,GIA,6225112396,0.0,4.22,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,546.75,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,2226067018,0.0,4.36,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,595.35,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,6221112496,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,603.45,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,2227093467,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,611.55,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,VG,VG,VG   ,GIA,6225092061,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,530.55,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,6222128174,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,601.425,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,3225091759,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,601.425,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,2226089849,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,601.425,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS1,EX,EX,EX   ,GIA,7221079419,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,585.225,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,1218861700,0.0,4.38,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,526.875,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,VG   ,GIA,2216915931,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,VTN , STK,,,,504.375,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,VG   ,GIA,2217915921,0.0,4.22,0.0,0.0,0.0,0.0,0.0,,THN , THK,,,,489.375,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,2216921248,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,534.375,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,6212919398,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,534.375,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,VG,VG   ,GIA,2218917629,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,496.875,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,6212943841,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,560.625,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,VG   ,GIA,5216978381,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,506.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,EX   ,GIA,1213972210,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,496.875,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,2216978821,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,547.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,5223004290,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,521.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,VG   ,GIA,5226005537,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,521.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,G   ,GIA,3225002235,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,480.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,VG,EX   ,GIA,1229002118,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,541.875,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,6225005455,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,540.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,EX   ,GIA,2224002190,0.0,4.25,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,519.375,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,5223032014,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,564.375,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,6221032579,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,538.125,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,1229015905,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,532.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,7211791890,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,560.625,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,1213892482,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,566.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,VG,EX   ,GIA,5213963103,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,541.875,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,1228016448,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,532.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,7211950505,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,EX   ,GIA,1228032158,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,506.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,6212919656,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,1229052822,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,7216929729,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,540.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,1227053226,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,570.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,2224053072,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,5226052485,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,EX   ,GIA,7216940427,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,523.125,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,VG,EX   ,GIA,6222040760,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,541.875,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,VG,VG   ,GIA,5223040246,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,528.75,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS2,VG,EX,EX   ,GIA,7213943960,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,525.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,6222069450,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,545.625,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,2227092125,0.0,4.37,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,6225079254,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,553.125,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,EX   ,GIA,2224090059,0.0,4.23,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,521.25,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,1229092483,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS2,VG,VG,VG   ,GIA,6215353227,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,495.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,7226009191,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,560.625,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,VG   ,GIA,6221031704,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,513.75,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,7222040748,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,545.625,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,1219944074,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,560.625,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,EX,VG   ,GIA,7226119220,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,511.875,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,7221092179,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,VG,VG,VG   ,GIA,1229130924,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,495.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,EX   ,GIA,1228128917,0.0,4.35,0.0,0.0,0.0,0.0,0.0,,MED,MED,,,,562.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VVS2,EX,VG,EX   ,GIA,6211855120,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,THN , MED,,,,540.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,6225125335,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,534.375,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,6221091412,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,538.125,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,1229090009,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,547.5,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VVS2,EX,EX,VG   ,GIA,7228093991,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,538.125,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,1218864923,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,522.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,VG   ,GIA,6212904280,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,496.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,7216959516,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,529.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,7216827236,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,532.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,3215861921,0.0,4.34,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,525.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,VG,VG   ,GIA,2216990405,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,500.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,3215983589,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,532.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,1218978845,0.0,4.36,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,529.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,5216977820,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,525.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,VG,EX,EX   ,GIA,7213991533,0.0,4.22,0.0,0.0,0.0,0.0,0.0,,STK,STK,,,,493.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,1219942798,0.0,4.36,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,532.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,VG   ,GIA,6211979020,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,514.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,6211943242,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,536.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,VG,VG,EX   ,GIA,2226012240,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,500.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,6212991771,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,543.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,7228017024,0.0,4.37,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,540.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,VG,EX,VG   ,GIA,7216875352,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,475.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,EX,EX,VG   ,GIA,2217874894,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,511.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,VG,EX,EX   ,GIA,6222031359,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,THN , THK,,,,495.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,2224002612,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,522.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,VG,EX,VG   ,GIA,2226003247,0.0,4.22,0.0,0.0,0.0,0.0,0.0,,MED , THK,,,,496.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,5223015965,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,536.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,7223032241,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,536.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,2217954375,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,529.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,VG,VG   ,GIA,1223006070,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,THN , STK,,,,511.2,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,7221014019,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,536.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,1213951237,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,543.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,2224032511,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,540.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,7228031930,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,543.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,VG,VG   ,GIA,6221013634,0.0,4.36,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,514.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,1213939601,0.0,4.32,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,536.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,VG   ,GIA,1223031250,0.0,4.28,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,518.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,7228040573,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,540.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,5226039560,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,543.6,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,7218972539,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,536.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,2226052096,0.0,4.31,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,540.0,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,VG,EX,VG   ,GIA,5213940675,0.0,4.29,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,500.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,1225052641,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,532.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,VG   ,GIA,7228049494,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,518.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,VG,EX,VG   ,GIA,6215943584,0.0,4.2,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,496.8,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,VG,EX,VG   ,GIA,2228053228,0.0,4.27,0.0,0.0,0.0,0.0,0.0,,STK , THK,,,,500.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.01E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,2216963962,0.0,4.3,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,536.4,,,,0.0,0.0,0.0,,,,-1.0,,
1.10E+11,,,,RB,0.3,E,VS1,EX,EX,EX   ,GIA,5223053238,0.0,4.33,0.0,0.0,0.0,0.0,0.0,,MED , STK,,,,543.6,,,,0.0,0.0,0.0,,,,-1.0,,
